start	filename	destination	result
	/cos2sgw1_20220831122418_22831.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831122418_22831.xml.gz	true
	/cos2sgw1_20220831122534_22832.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831122534_22832.xml.gz	true
	/cos2sgw1_20220831123918_22833.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831123918_22833.xml.gz	true
	/cos2sgw1_20220831124034_22834.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831124034_22834.xml.gz	true
	/cos2sgw1_20220831125418_22835.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831125418_22835.xml.gz	true
	/cos2sgw1_20220831125534_22836.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831125534_22836.xml.gz	true
	/cos2sgw1_20220831130918_22837.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831130918_22837.xml.gz	true
	/cos2sgw1_20220831131034_22838.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831131034_22838.xml.gz	true
	/cos2sgw1_20220831132418_22839.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831132418_22839.xml.gz	true
	/cos2sgw1_20220831132534_22840.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831132534_22840.xml.gz	true
	/cos2sgw1_20220831133918_22841.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831133918_22841.xml.gz	true
	/cos2sgw1_20220831134034_22842.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831134034_22842.xml.gz	true
	/cos2sgw1_20220831135418_22843.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831135418_22843.xml.gz	true
	/cos2sgw1_20220831135534_22844.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831135534_22844.xml.gz	true
	/cos2sgw1_20220831140918_22845.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831140918_22845.xml.gz	true
	/cos2sgw1_20220831141034_22846.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831141034_22846.xml.gz	true
	/cos2sgw1_20220831142418_22847.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831142418_22847.xml.gz	true
	/cos2sgw1_20220831142534_22848.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831142534_22848.xml.gz	true
	/cos2sgw1_20220831143918_22849.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831143918_22849.xml.gz	true
	/cos2sgw1_20220831144034_22850.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831144034_22850.xml.gz	true
	/cos2sgw1_20220831145418_22851.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831145418_22851.xml.gz	true
	/cos2sgw1_20220831145534_22852.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831145534_22852.xml.gz	true
